Date,ID,Weight (g),VWC %,Soil Temp (Celsius),Interval Watering,Moisture Watering,Scale Watering,Growth (g),Calculated Growth (g),Max weight (g)
2021-08-02 15:08:17 IDT,2732,3489.48315,52.1,36.12,0,0,0,0,107.11768,4207.11768
2021-08-02 15:08:39 IDT,2733,3469.00098,52.1,36.11,0,0,0,0,107.11768,4207.11768
2021-08-02 15:09:01 IDT,2734,3477.01733,52.1,36.1,0,0,0,0,107.11768,4207.11768
2021-08-02 15:09:23 IDT,2735,3451.54736,52.2,36.07,0,0,0,0,107.11768,4207.11768
2021-08-02 15:09:45 IDT,2736,3488.98315,52.1,36.05,0,0,0,0,107.11768,4207.11768
2021-08-02 15:10:07 IDT,2737,3469.67725,52.2,36.04,0,0,0,0,107.11768,4207.11768
2021-08-02 15:10:29 IDT,2738,3450.53784,52.2,36.02,0,0,0,0,107.11768,4207.11768
2021-08-02 15:10:51 IDT,2739,3462.58203,52.1,35.97,0,0,0,0,107.11768,4207.11768
2021-08-02 15:11:13 IDT,2740,3473.75415,52.1,35.97,0,0,0,0,107.11768,4207.11768
2021-08-02 15:11:35 IDT,2741,3482.56421,52.1,35.96,0,0,0,0,107.11768,4207.11768
2021-08-02 15:11:57 IDT,2742,3468.13867,52.1,35.94,0,0,0,0,107.11768,4207.11768
2021-08-02 15:12:19 IDT,2743,3459.47534,52.1,35.94,0,0,0,0,107.11768,4207.11768
2021-08-02 15:12:41 IDT,2744,3482.59375,52.1,35.9,0,0,0,0,107.11768,4207.11768
2021-08-02 15:13:03 IDT,2745,3458.90698,52.1,35.92,0,0,0,0,107.11768,4207.11768
2021-08-02 15:13:24 IDT,2746,3451.48853,52.1,35.88,0,0,0,0,107.11768,4207.11768
2021-08-02 15:13:46 IDT,2747,3438.24854,52.1,35.85,0,0,0,0,107.11768,4207.11768
2021-08-02 15:14:08 IDT,2748,3425.48901,52.1,35.87,0,0,0,0,107.11768,4207.11768
2021-08-02 15:14:30 IDT,2749,3435.19116,52.1,35.82,0,0,0,0,107.11768,4207.11768
2021-08-02 15:14:52 IDT,2750,3458.99536,52.1,35.81,0,0,0,0,107.11768,4207.11768
2021-08-02 15:15:14 IDT,2751,3445.35376,52.1,35.77,0,0,0,0,107.11768,4207.11768
2021-08-02 15:15:35 IDT,2752,3461.56274,52,35.77,0,0,0,0,107.11768,4207.11768
2021-08-02 15:15:57 IDT,2753,3435.02441,52.1,35.75,0,0,0,0,107.11768,4207.11768
2021-08-02 15:16:19 IDT,2754,3444.63818,52.1,35.72,0,0,0,0,107.11768,4207.11768
2021-08-02 15:16:41 IDT,2755,3445.36353,52,35.74,0,0,0,0,107.11768,4207.11768
2021-08-02 15:17:03 IDT,2756,3452.17456,52.1,35.69,0,0,0,0,107.11768,4207.11768
2021-08-02 15:17:25 IDT,2757,3469.90259,52,35.67,0,0,0,0,107.11768,4207.11768
2021-08-02 15:17:48 IDT,2758,3462.00391,52,35.62,0,0,0,0,107.11768,4207.11768
2021-08-02 15:18:10 IDT,2759,3452.28223,52,35.64,0,0,0,0,107.11768,4207.11768
2021-08-02 15:18:32 IDT,2760,3458.74048,52,35.68,0,0,0,0,107.11768,4207.11768
2021-08-02 15:18:54 IDT,2761,3490.05151,52,35.65,0,0,0,0,107.11768,4207.11768
2021-08-02 15:19:16 IDT,2762,3465.70825,52,35.65,0,0,0,0,107.11768,4207.11768
2021-08-02 15:19:37 IDT,2763,3482.20166,52,35.65,0,0,0,0,107.11768,4207.11768
2021-08-02 15:20:01 IDT,2764,3477.93872,52,35.62,0,0,0,0,107.11768,4207.11768
2021-08-02 15:20:22 IDT,2765,3446.60815,52,35.62,0,0,0,0,107.11768,4207.11768
2021-08-02 15:20:44 IDT,2766,3450.81226,52,35.57,0,0,0,0,107.11768,4207.11768
2021-08-02 15:21:06 IDT,2767,3450.48877,52,35.59,0,0,0,0,107.11768,4207.11768
2021-08-02 15:21:28 IDT,2768,3478.54614,52,35.59,0,0,0,0,107.11768,4207.11768
2021-08-02 15:21:50 IDT,2769,3449.17554,52,35.55,0,0,0,0,107.11768,4207.11768
2021-08-02 15:22:12 IDT,2770,3422.46094,52,35.54,0,0,0,0,107.11768,4207.11768
2021-08-02 15:22:34 IDT,2771,3436.96484,52,35.48,0,0,0,0,107.11768,4207.11768
2021-08-02 15:22:56 IDT,2772,3469.08936,51.9,35.48,0,0,0,0,107.11768,4207.11768
2021-08-02 15:23:17 IDT,2773,3459.12256,51.9,35.48,0,0,0,0,107.11768,4207.11768
2021-08-02 15:23:39 IDT,2774,3443.14868,51.9,35.46,0,0,0,0,107.11768,4207.11768
2021-08-02 15:24:01 IDT,2775,3444.51074,51.9,35.46,0,0,0,0,107.11768,4207.11768
2021-08-02 15:24:23 IDT,2776,3448.89136,51.9,35.42,0,0,0,0,107.11768,4207.11768
2021-08-02 15:24:45 IDT,2777,3457.78979,51.9,35.4,0,0,0,0,107.11768,4207.11768
2021-08-02 15:25:07 IDT,2778,3448.15649,51.9,35.37,0,0,0,0,107.11768,4207.11768
2021-08-02 15:25:28 IDT,2779,3441.93335,52,35.32,0,0,0,0,107.11768,4207.11768
2021-08-02 15:25:50 IDT,2780,3452.10596,51.9,35.32,0,0,0,0,107.11768,4207.11768
2021-08-02 15:26:12 IDT,2781,3450.59668,51.9,35.3,0,0,0,0,107.11768,4207.11768
2021-08-02 15:26:34 IDT,2782,3446.80396,52,35.31,0,0,0,0,107.11768,4207.11768
2021-08-02 15:26:56 IDT,2783,3457.46655,51.9,35.31,0,0,0,0,107.11768,4207.11768
2021-08-02 15:27:17 IDT,2784,3448.03882,51.9,35.32,0,0,0,0,107.11768,4207.11768
2021-08-02 15:27:39 IDT,2785,3452.88989,51.9,35.3,0,0,0,0,107.11768,4207.11768
2021-08-02 15:28:01 IDT,2786,3466.83521,51.9,35.3,0,0,0,0,107.11768,4207.11768
2021-08-02 15:28:23 IDT,2787,3452.11572,51.9,35.28,0,0,0,0,107.11768,4207.11768
2021-08-02 15:28:45 IDT,2788,3449.19531,51.9,35.25,0,0,0,0,107.11768,4207.11768
2021-08-02 15:29:07 IDT,2789,3430.60474,51.9,35.21,0,0,0,0,107.11768,4207.11768
2021-08-02 15:29:28 IDT,2790,3443.01147,51.9,35.2,0,0,0,0,107.11768,4207.11768
2021-08-02 15:29:50 IDT,2791,3449.07764,51.9,35.2,0,0,0,0,107.11768,4207.11768
2021-08-02 15:30:25 IDT,2792,3447.0686,51.9,35.19,0,0,0,0,107.11768,4207.11768
2021-08-02 15:30:59 IDT,2793,3433.02515,51.9,35.17,0,0,0,0,107.11768,4207.11768
2021-08-02 15:31:20 IDT,2794,3449.45996,51.9,35.14,0,0,0,0,107.11768,4207.11768
2021-08-02 15:31:42 IDT,2795,3428.38013,51.8,35.13,0,0,0,0,107.11768,4207.11768
2021-08-02 15:32:04 IDT,2796,3435.91626,51.9,35.12,0,0,0,0,107.11768,4207.11768
2021-08-02 15:32:26 IDT,2797,3454.68335,51.9,35.09,0,0,0,0,107.11768,4207.11768
2021-08-02 15:32:48 IDT,2798,3438.87573,51.9,35.06,0,0,0,0,107.11768,4207.11768
2021-08-02 15:33:10 IDT,2799,3432.7998,51.8,35.07,0,0,0,0,107.11768,4207.11768
2021-08-02 15:33:34 IDT,2800,3450.65552,51.8,35.07,0,0,0,0,107.11768,4207.11768
2021-08-02 15:33:56 IDT,2801,3439.99316,51.8,35.03,0,0,0,0,107.11768,4207.11768
2021-08-02 15:34:18 IDT,2802,3450.16553,51.8,35.05,0,0,0,0,107.11768,4207.11768
2021-08-02 15:34:40 IDT,2803,3445.26538,51.8,35.03,0,0,0,0,107.11768,4207.11768
2021-08-02 15:35:02 IDT,2804,3458.32886,51.8,35.04,0,0,0,0,107.11768,4207.11768
2021-08-02 15:35:23 IDT,2805,3467.06055,51.8,35.04,0,0,0,0,107.11768,4207.11768
2021-08-02 15:35:45 IDT,2806,3447.11768,51.8,34.99,0,0,0,0,107.11768,4207.11768
2021-08-02 15:36:07 IDT,2807,3429.08569,51.8,35,0,0,0,0,107.11768,4207.11768
2021-08-02 15:36:29 IDT,2808,3441.09058,51.8,34.98,0,0,0,0,107.11768,4207.11768
2021-08-02 15:36:51 IDT,2809,3453.27197,51.8,34.97,0,0,0,0,107.11768,4207.11768
2021-08-02 15:37:13 IDT,2810,3469.01074,51.8,34.99,0,0,0,0,107.11768,4207.11768
2021-08-02 15:37:35 IDT,2811,3454.82056,51.8,35.01,0,0,0,0,107.11768,4207.11768
2021-08-02 15:37:57 IDT,2812,3434.96558,51.8,34.99,0,0,0,0,107.11768,4207.11768
2021-08-02 15:38:19 IDT,2813,3450.17529,51.8,34.97,0,0,0,0,107.11768,4207.11768
2021-08-02 15:38:41 IDT,2814,3445.41235,51.8,34.98,0,0,0,0,107.11768,4207.11768
2021-08-02 15:39:03 IDT,2815,3455.6731,51.8,34.98,0,0,0,0,107.11768,4207.11768
2021-08-02 15:39:24 IDT,2816,3466.28638,51.8,34.98,0,0,0,0,107.11768,4207.11768
2021-08-02 15:39:46 IDT,2817,3450.01855,51.8,34.97,0,0,0,0,107.11768,4207.11768
2021-08-02 15:40:08 IDT,2818,3448.59741,51.7,34.94,0,0,0,0,107.11768,4207.11768
2021-08-02 15:40:30 IDT,2819,3455.53589,51.8,34.97,0,0,0,0,107.11768,4207.11768
2021-08-02 15:40:52 IDT,2820,3436.81787,51.7,34.96,0,0,0,0,107.11768,4207.11768
2021-08-02 15:41:14 IDT,2821,3441.83545,51.7,34.93,0,0,0,0,107.11768,4207.11768
2021-08-02 15:41:36 IDT,2822,3443.76611,51.8,34.91,0,0,0,0,107.11768,4207.11768
2021-08-02 15:41:58 IDT,2823,3448.02905,51.8,34.93,0,0,0,0,107.11768,4207.11768
2021-08-02 15:42:20 IDT,2824,3444.75586,51.7,34.89,0,0,0,0,107.11768,4207.11768
2021-08-02 15:42:42 IDT,2825,3446.1377,51.7,34.89,0,0,0,0,107.11768,4207.11768
2021-08-02 15:43:03 IDT,2826,3418.81519,51.7,34.89,0,0,0,0,107.11768,4207.11768
2021-08-02 15:43:25 IDT,2827,3422.42163,51.7,34.9,0,0,0,0,107.11768,4207.11768
2021-08-02 15:43:47 IDT,2828,3427.60596,51.7,34.87,0,0,0,0,107.11768,4207.11768
2021-08-02 15:44:10 IDT,2829,3436.52393,51.7,34.85,0,0,0,0,107.11768,4207.11768
2021-08-02 15:44:32 IDT,2830,3446.28467,51.7,34.84,0,0,0,0,107.11768,4207.11768
2021-08-02 15:44:53 IDT,2831,3432.45679,51.7,34.85,0,0,0,0,107.11768,4207.11768
2021-08-02 15:45:15 IDT,2832,3448.15649,51.7,34.83,0,0,0,0,107.11768,4207.11768
2021-08-02 15:45:37 IDT,2833,3451.33154,51.6,34.83,0,0,0,0,107.11768,4207.11768
2021-08-02 15:45:59 IDT,2834,3444.03076,51.7,34.85,0,0,0,0,107.11768,4207.11768
2021-08-02 15:46:21 IDT,2835,3445.13794,51.7,34.8,0,0,0,0,107.11768,4207.11768
2021-08-02 15:46:43 IDT,2836,3453.93848,51.7,34.81,0,0,0,0,107.11768,4207.11768
2021-08-02 15:47:06 IDT,2837,3445.43213,51.6,34.8,0,0,0,0,107.11768,4207.11768
2021-08-02 15:47:28 IDT,2838,3447.03931,51.6,34.78,0,0,0,0,107.11768,4207.11768
2021-08-02 15:47:50 IDT,2839,3452.83105,51.7,34.77,0,0,0,0,107.11768,4207.11768
2021-08-02 15:48:12 IDT,2840,3449.26392,51.6,34.77,0,0,0,0,107.11768,4207.11768
2021-08-02 15:48:34 IDT,2841,3445.64771,51.6,34.75,0,0,0,0,107.11768,4207.11768
2021-08-02 15:48:56 IDT,2842,3435.86719,51.7,34.72,0,0,0,0,107.11768,4207.11768
2021-08-02 15:49:18 IDT,2843,3435.38696,51.6,34.71,0,0,0,0,107.11768,4207.11768
2021-08-02 15:49:39 IDT,2844,3449.02856,51.6,34.72,0,0,0,0,107.11768,4207.11768
2021-08-02 15:50:01 IDT,2845,3441.6394,51.6,34.69,0,0,0,0,107.11768,4207.11768
2021-08-02 15:50:23 IDT,2846,3451.79224,51.6,34.71,0,0,0,0,107.11768,4207.11768
2021-08-02 15:50:45 IDT,2847,3461.80786,51.6,34.72,0,0,0,0,107.11768,4207.11768
2021-08-02 15:51:07 IDT,2848,3454.43823,51.6,34.73,0,0,0,0,107.11768,4207.11768
2021-08-02 15:51:29 IDT,2849,3451.52759,51.6,34.72,0,0,0,0,107.11768,4207.11768
2021-08-02 15:51:51 IDT,2850,3440.86523,51.6,34.71,0,0,0,0,107.11768,4207.11768
2021-08-02 15:52:13 IDT,2851,3449.90088,51.6,34.73,0,0,0,0,107.11768,4207.11768
2021-08-02 15:52:34 IDT,2852,3444.12866,51.6,34.72,0,0,0,0,107.11768,4207.11768
2021-08-02 15:52:56 IDT,2853,3428.34082,51.6,34.7,0,0,0,0,107.11768,4207.11768
2021-08-02 15:53:18 IDT,2854,3431.65332,51.6,34.7,0,0,0,0,107.11768,4207.11768
2021-08-02 15:53:40 IDT,2855,3442.74683,51.6,34.71,0,0,0,0,107.11768,4207.11768
2021-08-02 15:54:02 IDT,2856,3425.8811,51.6,34.69,0,0,0,0,107.11768,4207.11768
2021-08-02 15:54:24 IDT,2857,3426.20435,51.6,34.7,0,0,0,0,107.11768,4207.11768
2021-08-02 15:54:45 IDT,2858,3438.28784,51.5,34.66,0,0,0,0,107.11768,4207.11768
2021-08-02 15:55:07 IDT,2859,3440.71826,51.5,34.66,0,0,0,0,107.11768,4207.11768
2021-08-02 15:55:29 IDT,2860,3447.6958,51.5,34.65,0,0,0,0,107.11768,4207.11768
2021-08-02 15:55:51 IDT,2861,3443.5603,51.6,34.66,0,0,0,0,107.11768,4207.11768
2021-08-02 15:56:13 IDT,2862,3438.98364,51.5,34.62,0,0,0,0,107.11768,4207.11768
2021-08-02 15:56:35 IDT,2863,3434.15234,51.5,34.62,0,0,0,0,107.11768,4207.11768
2021-08-02 15:56:57 IDT,2864,3439.23853,51.5,34.6,0,0,0,0,107.11768,4207.11768
2021-08-02 15:57:19 IDT,2865,3435.78882,51.5,34.58,0,0,0,0,107.11768,4207.11768
2021-08-02 15:57:40 IDT,2866,3431.95703,51.6,34.54,0,0,0,0,107.11768,4207.11768
2021-08-02 15:58:02 IDT,2867,3428.08594,51.5,34.59,0,0,0,0,107.11768,4207.11768
2021-08-02 15:58:25 IDT,2868,3431.44751,51.5,34.5,0,0,0,0,107.11768,4207.11768
2021-08-02 15:58:47 IDT,2869,3435.78882,51.5,34.51,0,0,0,0,107.11768,4207.11768
2021-08-02 15:59:09 IDT,2870,3438.23877,51.4,34.48,0,0,0,0,107.11768,4207.11768
2021-08-02 15:59:31 IDT,2871,3427.85083,51.5,34.46,0,0,0,0,107.11768,4207.11768
2021-08-02 15:59:53 IDT,2872,3421.04956,51.5,34.43,0,0,0,0,107.11768,4207.11768
2021-08-02 16:00:14 IDT,2873,3431.64355,51.5,34.42,0,0,0,0,107.11768,4207.11768
2021-08-02 16:00:36 IDT,2874,3429.3894,51.5,34.38,0,0,0,0,107.11768,4207.11768
2021-08-02 16:00:58 IDT,2875,3410.70093,51.5,34.37,0,0,0,0,107.11768,4207.11768
2021-08-02 16:01:20 IDT,2876,3424.35229,51.5,34.36,0,0,0,0,107.11768,4207.11768
2021-08-02 16:01:42 IDT,2877,3428.49756,51.5,34.35,0,0,0,0,107.11768,4207.11768
2021-08-02 16:02:04 IDT,2878,3427.81177,51.5,34.35,0,0,0,0,107.11768,4207.11768
2021-08-02 16:02:26 IDT,2879,3421.89233,51.5,34.36,0,0,0,0,107.11768,4207.11768
2021-08-02 16:02:48 IDT,2880,3420.74585,51.5,34.28,0,0,0,0,107.11768,4207.11768
2021-08-02 16:03:10 IDT,2881,3421.28491,51.4,34.26,0,0,0,0,107.11768,4207.11768
2021-08-02 16:03:32 IDT,2882,3427.49805,51.5,34.27,0,0,0,0,107.11768,4207.11768
2021-08-02 16:03:54 IDT,2883,3432.05493,51.4,34.28,0,0,0,0,107.11768,4207.11768
2021-08-02 16:04:16 IDT,2884,3434.25024,51.4,34.25,0,0,0,0,107.11768,4207.11768
2021-08-02 16:04:38 IDT,2885,3437.22949,51.5,34.26,0,0,0,0,107.11768,4207.11768
2021-08-02 16:05:00 IDT,2886,3412.63135,51.5,34.28,0,0,0,0,107.11768,4207.11768
2021-08-02 16:05:21 IDT,2887,3410.68115,51.5,34.22,0,0,0,0,107.11768,4207.11768
2021-08-02 16:05:45 IDT,2888,3423.38208,51.5,34.23,0,0,0,0,107.11768,4207.11768
2021-08-02 16:06:06 IDT,2889,3419.72656,51.5,34.19,0,0,0,0,107.11768,4207.11768
2021-08-02 16:06:28 IDT,2890,3424.4209,51.5,34.18,0,0,0,0,107.11768,4207.11768
2021-08-02 16:06:50 IDT,2891,3417.01196,51.5,34.18,0,0,0,0,107.11768,4207.11768
2021-08-02 16:07:12 IDT,2892,3426.14575,51.5,34.16,0,0,0,0,107.11768,4207.11768
2021-08-02 16:07:34 IDT,2893,3425.67529,51.4,34.14,0,0,0,0,107.11768,4207.11768
2021-08-02 16:07:56 IDT,2894,3415.31665,51.4,34.12,0,0,0,0,107.11768,4207.11768
2021-08-02 16:08:18 IDT,2895,3411.22021,51.4,34.11,0,0,0,0,107.11768,4207.11768
2021-08-02 16:08:40 IDT,2896,3420.63794,51.4,34.11,0,0,0,0,107.11768,4207.11768
2021-08-02 16:09:02 IDT,2897,3417.03174,51.4,34.05,0,0,0,0,107.11768,4207.11768
2021-08-02 16:09:25 IDT,2898,3411.78857,51.4,34.04,0,0,0,0,107.11768,4207.11768
2021-08-02 16:09:47 IDT,2899,3416.22803,51.4,34.06,0,0,0,0,107.11768,4207.11768
2021-08-02 16:10:09 IDT,2900,3413.97412,51.4,34.02,0,0,0,0,107.11768,4207.11768
2021-08-02 16:10:31 IDT,2901,3416.79639,51.4,34.02,0,0,0,0,107.11768,4207.11768
2021-08-02 16:10:52 IDT,2902,3413.29785,51.4,33.96,0,0,0,0,107.11768,4207.11768
2021-08-02 16:11:14 IDT,2903,3429.67358,51.4,33.94,0,0,0,0,107.11768,4207.11768
2021-08-02 16:11:37 IDT,2904,3428.99756,51.4,33.93,0,0,0,0,107.11768,4207.11768
2021-08-02 16:11:59 IDT,2905,3420.35376,51.4,33.95,0,0,0,0,107.11768,4207.11768
2021-08-02 16:12:21 IDT,2906,3419.94214,51.4,33.92,0,0,0,0,107.11768,4207.11768
2021-08-02 16:12:42 IDT,2907,3430.30078,51.4,33.95,0,0,0,0,107.11768,4207.11768
2021-08-02 16:13:04 IDT,2908,3423.32324,51.4,33.92,0,0,0,0,107.11768,4207.11768
2021-08-02 16:13:26 IDT,2909,3433.15259,51.4,33.94,0,0,0,0,107.11768,4207.11768
2021-08-02 16:13:48 IDT,2910,3423.22534,51.4,33.96,0,0,0,0,107.11768,4207.11768
2021-08-02 16:14:10 IDT,2911,3426.73364,51.3,33.94,0,0,0,0,107.11768,4207.11768
2021-08-02 16:14:32 IDT,2912,3426.46899,51.4,33.91,0,0,0,0,107.11768,4207.11768
2021-08-02 16:14:54 IDT,2913,3419.41309,51.4,33.89,0,0,0,0,107.11768,4207.11768
2021-08-02 16:15:16 IDT,2914,3416.56128,51.4,33.91,0,0,0,0,107.11768,4207.11768
2021-08-02 16:15:38 IDT,2915,3420.20679,51.3,33.89,0,0,0,0,107.11768,4207.11768
2021-08-02 16:16:00 IDT,2916,3421.75513,51.4,33.87,0,0,0,0,107.11768,4207.11768
2021-08-02 16:16:22 IDT,2917,3411.13208,51.3,33.85,0,0,0,0,107.11768,4207.11768
2021-08-02 16:16:44 IDT,2918,3412.9353,51.3,33.82,0,0,0,0,107.11768,4207.11768
2021-08-02 16:17:05 IDT,2919,3416.92383,51.3,33.81,0,0,0,0,107.11768,4207.11768
2021-08-02 16:17:27 IDT,2920,3423.46045,51.3,33.8,0,0,0,0,107.11768,4207.11768
2021-08-02 16:17:49 IDT,2921,3423.21533,51.4,33.83,0,0,0,0,107.11768,4207.11768
2021-08-02 16:18:11 IDT,2922,3422.77441,51.3,33.78,0,0,0,0,107.11768,4207.11768
2021-08-02 16:18:32 IDT,2923,3415.14014,51.3,33.79,0,0,0,0,107.11768,4207.11768
2021-08-02 16:18:54 IDT,2924,3412.40601,51.3,33.77,0,0,0,0,107.11768,4207.11768
2021-08-02 16:19:16 IDT,2925,3409.86792,51.3,33.76,0,0,0,0,107.11768,4207.11768
2021-08-02 16:19:38 IDT,2926,3415.82617,51.3,33.77,0,0,0,0,107.11768,4207.11768
2021-08-02 16:20:00 IDT,2927,3426.21436,51.3,33.76,0,0,0,0,107.11768,4207.11768
2021-08-02 16:20:22 IDT,2928,3412.52368,51.3,33.73,0,0,0,0,107.11768,4207.11768
2021-08-02 16:20:44 IDT,2929,3410.74976,51.3,33.73,0,0,0,0,107.11768,4207.11768
2021-08-02 16:21:06 IDT,2930,3432.14331,51.3,33.76,0,0,0,0,107.11768,4207.11768
2021-08-02 16:21:28 IDT,2931,3420.02075,51.3,33.72,0,0,0,0,107.11768,4207.11768
2021-08-02 16:21:50 IDT,2932,3405.14429,51.3,33.71,0,0,0,0,107.11768,4207.11768
2021-08-02 16:22:11 IDT,2933,3409.14258,51.3,33.67,0,0,0,0,107.11768,4207.11768
2021-08-02 16:22:33 IDT,2934,3408.66235,51.2,33.68,0,0,0,0,107.11768,4207.11768
2021-08-02 16:22:55 IDT,2935,3412.9353,51.2,33.66,0,0,0,0,107.11768,4207.11768
2021-08-02 16:23:17 IDT,2936,3404.93848,51.2,33.66,0,0,0,0,107.11768,4207.11768
2021-08-02 16:23:39 IDT,2937,3410.67139,51.2,33.65,0,0,0,0,107.11768,4207.11768
2021-08-02 16:24:01 IDT,2938,3402.25317,51.2,33.66,0,0,0,0,107.11768,4207.11768
2021-08-02 16:24:23 IDT,2939,3420.22656,51.3,33.59,0,0,0,0,107.11768,4207.11768
2021-08-02 16:24:45 IDT,2940,3409.86792,51.3,33.59,0,0,0,0,107.11768,4207.11768
2021-08-02 16:25:06 IDT,2941,3409.3877,51.3,33.57,0,0,0,0,107.11768,4207.11768
2021-08-02 16:25:28 IDT,2942,3404.51709,51.3,33.59,0,0,0,0,107.11768,4207.11768
2021-08-02 16:25:50 IDT,2943,3407.91772,51.2,33.55,0,0,0,0,107.11768,4207.11768
2021-08-02 16:26:12 IDT,2944,3422.04932,51.2,33.55,0,0,0,0,107.11768,4207.11768
2021-08-02 16:26:35 IDT,2945,3415.42456,51.3,33.56,0,0,0,0,107.11768,4207.11768
2021-08-02 16:26:57 IDT,2946,3413.95435,51.2,33.56,0,0,0,0,107.11768,4207.11768
2021-08-02 16:27:19 IDT,2947,3402.16504,51.2,33.55,0,0,0,0,107.11768,4207.11768
2021-08-02 16:27:41 IDT,2948,3410.60278,51.2,33.51,0,0,0,0,107.11768,4207.11768
2021-08-02 16:28:03 IDT,2949,3411.04395,51.2,33.53,0,0,0,0,107.11768,4207.11768
2021-08-02 16:28:25 IDT,2950,3412.32764,51.2,33.53,0,0,0,0,107.11768,4207.11768
2021-08-02 16:28:47 IDT,2951,3419.57959,51.2,33.52,0,0,0,0,107.11768,4207.11768
2021-08-02 16:29:08 IDT,2952,3406.57495,51.2,33.52,0,0,0,0,107.11768,4207.11768
2021-08-02 16:29:31 IDT,2953,3407.95679,51.2,33.53,0,0,0,0,107.11768,4207.11768
2021-08-02 16:29:53 IDT,2954,3415.79687,51.2,33.53,0,0,0,0,107.11768,4207.11768
2021-08-02 16:30:15 IDT,2955,3405.4187,51.2,33.53,0,0,0,0,107.11768,4207.11768
2021-08-02 16:30:37 IDT,2956,3413.16064,51.2,33.52,0,0,0,0,107.11768,4207.11768
2021-08-02 16:30:59 IDT,2957,3412.2688,51.2,33.5,0,0,0,0,107.11768,4207.11768
2021-08-02 16:31:21 IDT,2958,3419.36401,51.3,33.53,0,0,0,0,107.11768,4207.11768
2021-08-02 16:31:42 IDT,2959,3423.35254,51.2,33.5,0,0,0,0,107.11768,4207.11768
2021-08-02 16:32:04 IDT,2960,3418.16846,51.2,33.53,0,0,0,0,107.11768,4207.11768
2021-08-02 16:32:26 IDT,2961,3410.8479,51.2,33.5,0,0,0,0,107.11768,4207.11768
2021-08-02 16:32:48 IDT,2962,3412.65112,51.2,33.5,0,0,0,0,107.11768,4207.11768
2021-08-02 16:33:10 IDT,2963,3408.25073,51.2,33.47,0,0,0,0,107.11768,4207.11768
2021-08-02 16:33:32 IDT,2964,3408.36841,51.2,33.48,0,0,0,0,107.11768,4207.11768
2021-08-02 16:33:54 IDT,2965,3409.37793,51.2,33.46,0,0,0,0,107.11768,4207.11768
2021-08-02 16:34:15 IDT,2966,3401.53784,51.2,33.43,0,0,0,0,107.11768,4207.11768
2021-08-02 16:34:37 IDT,2967,3411.6416,51.1,33.45,0,0,0,0,107.11768,4207.11768
2021-08-02 16:34:59 IDT,2968,3410.0835,51.2,33.43,0,0,0,0,107.11768,4207.11768
2021-08-02 16:35:21 IDT,2969,3415.04224,51.2,33.44,0,0,0,0,107.11768,4207.11768
2021-08-02 16:35:43 IDT,2970,3409.57373,51.1,33.41,0,0,0,0,107.11768,4207.11768
2021-08-02 16:36:04 IDT,2971,3408.54492,51.1,33.4,0,0,0,0,107.11768,4207.11768
2021-08-02 16:36:26 IDT,2972,3415.17944,51.2,33.42,0,0,0,0,107.11768,4207.11768
2021-08-02 16:36:48 IDT,2973,3401.97876,51.1,33.41,0,0,0,0,107.11768,4207.11768
2021-08-02 16:37:10 IDT,2974,3404.46802,51.1,33.37,0,0,0,0,107.11768,4207.11768
2021-08-02 16:37:32 IDT,2975,3390.70874,51.1,33.38,0,0,0,0,107.11768,4207.11768
2021-08-02 16:37:54 IDT,2976,3382.73169,51.1,33.37,0,0,0,0,107.11768,4207.11768
2021-08-02 16:38:16 IDT,2977,3405.97729,51.1,33.38,0,0,0,0,107.11768,4207.11768
2021-08-02 16:38:37 IDT,2978,3393.9624,51.1,33.37,0,0,0,0,107.11768,4207.11768
2021-08-02 16:38:59 IDT,2979,3391.09106,51.2,33.36,0,0,0,0,107.11768,4207.11768
2021-08-02 16:39:21 IDT,2980,3383.33936,51.1,33.33,0,0,0,0,107.11768,4207.11768
2021-08-02 16:39:43 IDT,2981,3394.73657,51.1,33.33,0,0,0,0,107.11768,4207.11768
2021-08-02 16:40:05 IDT,2982,3406.54565,51.1,33.29,0,0,0,0,107.11768,4207.11768
2021-08-02 16:40:27 IDT,2983,3389.87573,51.1,33.3,0,0,0,0,107.11768,4207.11768
2021-08-02 16:40:49 IDT,2984,3404.08594,51.1,33.29,0,0,0,0,107.11768,4207.11768
2021-08-02 16:41:10 IDT,2985,3406.57495,51.1,33.34,0,0,0,0,107.11768,4207.11768
2021-08-02 16:41:32 IDT,2986,3408.58398,51.1,33.32,0,0,0,0,107.11768,4207.11768
2021-08-02 16:41:54 IDT,2987,3402.6355,51.2,33.31,0,0,0,0,107.11768,4207.11768
2021-08-02 16:42:16 IDT,2988,3406.63379,51.1,33.33,0,0,0,0,107.11768,4207.11768
2021-08-02 16:42:38 IDT,2989,3405.95776,51.1,33.35,0,0,0,0,107.11768,4207.11768
2021-08-02 16:43:00 IDT,2990,3405.23242,51,33.34,0,0,0,0,107.11768,4207.11768
2021-08-02 16:43:22 IDT,2991,3411.12231,51.1,33.32,0,0,0,0,107.11768,4207.11768
2021-08-02 16:43:43 IDT,2992,3406.0459,51.1,33.3,0,0,0,0,107.11768,4207.11768
2021-08-02 16:44:05 IDT,2993,3414.61108,51.1,33.29,0,0,0,0,107.11768,4207.11768
2021-08-02 16:44:27 IDT,2994,3401.99854,51,33.27,0,0,0,0,107.11768,4207.11768
